distance,camera,ultrasonic
92.19475289181152,0.014131791974412194,0
94.88354956987243,0,0
93.19475187766292,0.0026348938303162855,1
89.11218822711254,0.030335055576202957,0
88.00787261379645,0.021849015385269503,0
86.7101362874992,0.008729631354331253,0
191.1843086319237,0.022517098448198894,0
85.91421630175564,0.018061126482204468,0
91.12443308166687,0,0
175.62206308786534,0,0
82.83033389139946,0,0
83.33724608267526,0.030640124439414114,0
109.94718115791858,0.012335514610228585,0
109.70627656678238,0.024953173490187254,0
86.38062780726197,0.024520109711604076,0
86.36335714961854,0,0
112.66994914593968,0,0
105.33999700319623,0.02457364747945397,0
89.17870273947736,0,0
92.27543132979027,0,0
123.51943910102403,0.0022112351756367263,0
103.25861988410742,0,0
10.909936921209328,0.09510284273131416,0
97.97513435485426,0,0
120.29846714144749,0,0
106.56670525077449,0.0028854481874836958,0
10.477926914244547,0.07688339404408467,0
17.314303077646276,0.05790837966983681,0
75.39482645106504,0.02339973323727723,0
109.55067851721304,0.025425319740297072,0
115.60460415007432,0.018813564493055032,0
18.656553082327545,0.0432284497478642,0
78.84790771816446,0.0045904521776941095,1
31.998536457461483,0.03130340809110928,0
84.76478241655006,0.008959439623267049,0
84.66445463890983,0.0059000128849715505,0
128.5860330518131,0.02417934457317321,0
32.81789108402643,0.0403425761615648,0
84.28750293964531,0.01132461267897132,0
48.028971762452215,0.039257886841080364,0
91.16156092623923,0.006026587076346356,0
66.61299636027763,0.023937106214230536,0
114.14814861280291,0,1
47.43800073029812,0.008384806803245456,0
89.89464136218638,0.03017740445044495,0
108.33056081657905,0.02774908478304252,0
50.39789942126956,0.03059129988776889,0
93.28263617124888,0,0
50.840803780644606,0.011811732567313228,0
113.15003926279053,0.016481113021693396,0
64.01542245790618,0.03526902393075594,0
101.33427017036591,0.019253610265611606,1
104.36877317941345,0.007288007390514493,0
31.58081999802642,0.030734571475428574,0
15.399836967242845,0.0411647399706602,0
31.513488222913544,0.04701420544396685,0
107.86732791707911,0,0
83.08880648661753,0,0
88.72979173444881,0,0
96.77906550557485,0.02850858314506574,0
15.622410984417174,0.06912784369188318,0
17.58792300809789,0.05356414663349082,0
20.382473659173794,0.028260187493864268,0
16.536700777969315,0.07501276232611986,0
101.13077941098331,0.0225530387435737,0
78.52226759405241,0.02280248477300936,0
74.42729672001816,0.032333732610672454,0
92.51039165544026,0.02340596399403027,0
20.53847376245096,0.052602708353842655,0
4.476411016422284,0.19997441644554148,1
27.640305548614307,0.02858547244871633,0
4.550440526630338,0.1611919521487005,1
104.39567085432675,0.01440592656892126,0
60.860051475253826,0.013057030366947584,0
42.676999091472176,0.03857972059279502,0
79.79903947539445,0.0011415795210145407,0
28.270057027684437,0.03865614714146824,0
42.40406320621934,0.03134533948656178,0
8.499284980336476,0.10168803456487062,0
39.41155520930662,0.026608533363122445,0
9.204082799427093,0.08642707183116963,0
99.27818374571153,0.02078799824959764,1
43.08224231437181,0.01462275830565298,0
45.179233468917985,0.010437490138838526,0
69.42519275528225,0.011621913734669902,0
37.06249436097675,0.026140936569776514,0
51.49767078409654,0.020665045401769805,0
24.083996789901608,0.02022648441113263,0
51.24277669114194,0.003870645465614702,0
24.67186208731501,0.01959029135461802,0
98.25449860826218,0.025010558937121848,0
29.142674876117418,0.03573070373483597,0
29.830526290851708,0.05192662177369729,0
58.493474302797004,0.015795084427570636,0
51.29457556562819,0.031667802503390616,0
58.30533818408233,0.015492184583693624,0
103.24061173525472,0,0
37.93945027622783,0.014239086478903047,1
57.699900324598644,0.0013407866585354415,0
37.3312746286041,0.019793270951604366,0
92.25285999510119,0.0026265982225979184,0
18.527318943283447,0.06428784576402236,0
18.920919791917854,0.05340300144666946,0
42.49046460314037,0.04045517323294483,0
65.00235052004557,0.01565881878085951,0
55.63929924133917,0.008579382563939038,0
97.82766731716212,0.017107767022863346,0
56.429138684211125,0.03521213495735423,0
48.60218493554853,0.027797365243226978,0
54.39922398716218,0.036302158501431356,0
91.28550619599739,0.017519113865871377,1
12.19801987755026,0.09013266252492101,0
11.364582786871587,0.09076466303996401,0
29.199904145030423,0.051089055014321066,0
88.07248887778563,0.008346325503954248,0
50.380573832282,0.03256913321724415,0
89.89054150947332,0.0031289030292179394,0
68.66238934244488,0.03334356842629298,0
48.68301497941858,0.010384903711676538,0
12.93923573054456,0.0848941027509567,0
65.0876959075408,0.015450602943226905,0
88.16157623386941,0.03091741597999851,0
9.124017557249276,0.10504474281092752,0
8.680011037723327,0.10768456482494913,0
18.017043825635678,0.047431491775909954,0
67.32411498582289,0.017515480351189265,0
50.983189357246005,0.02280145100274753,0
12.409923071896062,0.06862244306877961,0
40.70713378623259,0.03341705780716059,0
54.96002164866174,0.007104009427750515,0
19.264067293643155,0.04897477335921785,1
43.551311272469604,0.033920025602552833,0
43.7058658317768,0.0315550213949527,0
93.16220850747354,0.007531117075215615,1
8.682223888447126,0.10747874125060991,0
8.393420794687188,0.10861605795269973,0
10.905705368186204,0.09871185690079878,0
42.5673278745921,0.04257967576315279,1
43.8918978077089,0.023241327219037128,0
17.975886267955694,0.05925906441222478,0
58.190290544156845,0.001447467646157958,0
68.5778431504655,0,0
24.458230212489852,0.05266037560743156,1
59.440375668026924,0,0
19.26302422537023,0.06712364390797937,0
95.04359808890763,0,0
4.939864396913358,0.16182510240593542,1
7.572000822791856,0.11830854121469428,0
4.893406452364318,0.18105685430041718,1
19.185381764857887,0.06672405460645991,0
30.006468522238773,0.012280134635173596,0
23.913490053893167,0.041126021663636464,1
74.87284628280648,0.020595111868376318,0
76.65497147723521,0.008506647960005491,0
28.410127068149087,0.05146804800769303,0
74.3155868433785,0.009507040740233919,0
79.58325739429327,0,0
2.8198860001777453,0.24230930081669025,1
80.12309613522802,0.008454028903986215,0
4.248415648147583,0.1878630960032537,1
8.908696217075326,0.10583729329027255,0
4.2585853688683954,0.18389829160765853,1
2.982504345416733,0.2430609959148418,1
18.34270557622705,0.05220409478877447,0
29.389370235607853,0.04428026282143695,0
87.37517219130814,0.00016667475521201826,0
82.54042326204062,0.017759552858666153,0
33.89397336831418,0.02565059142543155,1
73.35571509584322,0.010972285580663379,0
93.44223084858305,0.014427911287545994,0
16.336518747448526,0.06290590424121183,0
83.47013473598012,0.010803630373811844,0
7.140191408363869,0.11459032837170068,0
7.401235160257936,0.1177658867388133,0
10.291360988113995,0.09998373738736784,0
15.988793514451478,0.0416266357621589,0
13.140167590700782,0.09005208160233477,0
31.771998043937213,0.04477320501200102,0
88.69909156482818,0.020961950457862574,0
75.54452550183888,0.004822469486742496,0
36.055621452298034,0.025578778216645,0
65.2679297761865,0.028310118865454387,0
105.02708847589072,0,0
12.423594928933658,0.07093299938712655,0
31.05281780119893,0.045906323514392666,0
70.69745390330002,0.0076033272831030965,0
5.5154433567421,0.14839243440778654,0
5.415378099432811,0.14333974293559193,0
20.25841971247556,0.03228301578481585,0
21.850982908218615,0.06139429149710163,0
11.834091568923945,0.06985481824636929,0
23.099130225257817,0.05484666852176032,0
87.72392217494831,0.017208171751151496,0
69.03675481776158,0.0008226962656173592,0
33.29344666678103,0.03643616480265764,0
50.90115944217342,0.026864044623357945,0
93.4367123512685,0.0024826117932422523,0
16.085194164737594,0.06096372540063488,0
45.58399696443687,0.005376152738309371,0
65.06679316990912,0.012692589399316,0
3.4417193717760504,0.22258936826587986,1
3.2046367551682255,0.2387786362758672,1
32.79572473618946,0.047099325507189205,0
10.027668702029638,0.08695371296646988,0
10.033051110585257,0.10871664777015023,0
9.62513897034976,0.08527565156499348,0
82.59311591280307,0.030032620799033342,0
62.269281241272324,0.006050911022261981,0
24.34796464813046,0.02523021198897303,0
39.07416227072449,0.03230943494024696,0
76.79252031862156,0.021084175486297554,0
19.29169674429151,0.05056116688729582,0
63.346973200319304,0.02324532290726198,0
57.75337274193683,0.0041195314922482865,0
64.8649946378905,0.0023015355422195856,0
7.406720793442513,0.1288216592073832,0
9.435749430673107,0.09038652042634068,0
36.96267120112534,0.028226320026481365,0
3.921166806742499,0.19186055202475263,1
7.2395086967192706,0.12998135558737284,0
3.9478444695692922,0.21123148810169934,0
67.47935441019563,0.004572857649061653,0
52.46001768074608,0.021417394937808875,0
5.552154321880561,0.15830650245094396,0
27.43637526411664,0.01975570532598795,0
62.47001617419581,0,0
23.6578180987454,0.04787364181137608,0
79.31297157073921,0.02171732602804874,0
61.605470294622876,0.0004060362053540552,0
63.10248553205054,0,0
3.0902786132755713,0.24507371168212425,1
18.481957302981733,0.03748920709142017,0
41.50289614187235,0.006564547764915361,0
5.291334260996058,0.1435510359980673,0
3.3286693443330333,0.24799694900885205,1
12.54765864523328,0.09367209139405169,0
55.66942012247887,0.007652539015203181,0
41.945420900636215,0.023137733388202488,0
10.413295201394472,0.09617823091528999,0
15.697938784888118,0.07610937458618569,0
46.78063332828168,0.011622710904099118,1
32.45819533491888,0.019557760035188686,0
23.142858149164482,0.028093773605628668,1
23.645720799833057,0.026231404717536787,0
48.86802795650734,0.012573057470267877,0
66.77698540072483,0.029630146749800208,0
7.36570741975645,0.10591472675940916,0
25.596215554875464,0.05164152431353293,0
23.737897795757352,0.03760928122569065,0
13.262312261407036,0.06554197548798604,0
7.021450926576974,0.11463907518744118,0
10.76058412760572,0.08860188998757036,0
34.76878591530964,0.024345952648227403,0
30.00402771322489,0.041963038638434993,0
8.58324540911866,0.12271114720073974,0
10.221328167771443,0.10012428075744716,0
30.838306357847298,0.02040872845321487,0
37.70301581922854,0.028155493225101268,0
30.276244240372844,0.04919234054056512,0
28.90322152092634,0.03791580097307766,0
33.4727135951963,0.01754049260973141,0
69.65160678947862,0,0
16.748169737089636,0.07331851073159018,0
26.77245983018603,0.04556303332589249,0
25.663811114342376,0.04420493885768294,0
16.041072703381026,0.04030828974498934,0
8.738123863146674,0.09088369120071361,0
15.63032151894851,0.06003600385345112,0
22.154541144304194,0.03631832375916598,0
7.885184188423737,0.12639266120271297,0
9.16446986692557,0.09100069995489993,0
17.110268379530176,0.058767102562788345,0
15.52722302785134,0.051216458183324876,0
39.184006270681195,0.012930776506634595,0
30.566720378033985,0.036404604455968825,0
12.292927946946792,0.08938163146993741,0
16.784746773340558,0.06535911735367284,0
82.78896863953878,0.029460609909522376,0
20.85565565656642,0.041962926388442554,0
24.400615770192125,0.028835614619838468,0
29.77261525164162,0.027130064844025786,0
26.250721956622304,0.041231859007898164,1
7.686698000685762,0.1330672272199464,0
10.423882363252835,0.08578318068905304,0
7.6735656372170515,0.13363996814154064,0
15.578941154216201,0.07703689769943083,0
3.978246598044268,0.20823434536368302,1
10.854977431910381,0.07513737941520665,0
49.5041533032563,0.005342590762683817,0
12.463873911790955,0.0890951568324957,0
14.292138088333672,0.081064119636695,0
4.040697624346016,0.2086793673742467,1
99.19662815453889,0.008808495114689644,0
31.293828198718707,0.03904289413473869,0
21.072902174883094,0.04129551631606065,0
11.52430639761973,0.06673215343880062,0
25.43142999320164,0.02995111477265813,0
7.468312459189562,0.13621347329394992,0
40.872863461366975,0.011280511611116657,0
7.419485626022752,0.13320358454430525,0
4.0399435237480485,0.18811041503199183,1
8.886002234454212,0.11987345541698424,0
37.86090793053293,0.031661442440475876,0
58.83238684776503,0.009424108532795373,0
8.411146184377928,0.09325021021249803,0
16.107833212347472,0.046331363125962075,0
97.657605441743,0.013203861141372567,0
8.391626594058732,0.1171389191199361,0
93.09018561497135,0,0
34.00265516043829,0.04177535349885793,0
3.968666268030025,0.20882527347209548,1
8.141188606212213,0.12093042338354522,0
